name,disease_target,composition,suitable_for,price,effectiveness_score,availability
Omeprazole,Peptic Ulcer,"[{'ingredient': 'Omeprazole', 'mg': 22, 'percentage': 100.0}]",['Senior'],272.19,0.8277,True
Primaquine 250mg,Malaria,"[{'ingredient': 'Primaquine Phosphate', 'mg': 8.5, 'percentage': 100.0}]","['Adult', 'Senior']",109.44,0.5256,True
Tizanidine,Lower Back Pain,"[{'ingredient': 'Tizanidine HCl', 'mg': 4.0, 'percentage': 100.0}]","['Adult', 'Senior']",486.74,0.6216,True
Indacaterol,COPD,"[{'ingredient': 'Indacaterol', 'mg': 105, 'percentage': 100.0}]",['Child'],2131.67,0.5722,True
Doxycycline Forte,Bronchitis,"[{'ingredient': 'Doxycycline Hyclate', 'mg': 125, 'percentage': 100.0}]",['Adult'],225.0,0.7056,True
Cyclobenzaprine,Lower Back Pain,"[{'ingredient': 'Cyclobenzaprine HCl', 'mg': 5.5, 'percentage': 100.0}]",['Adult'],672.78,0.9618,False
Infliximab,Crohn's Disease,"[{'ingredient': 'Infliximab', 'mg': 175, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",4549.67,0.7386,True
Atenolol,Hypertension,"[{'ingredient': 'Atenolol', 'mg': 27, 'percentage': 100.0}]","['Adult', 'Senior']",106.18,0.88,True
Entacapone,Parkinson's Disease,"[{'ingredient': 'Entacapone', 'mg': 200, 'percentage': 100.0}]","['Adult', 'Senior']",1580.58,0.8765,True
Bimatoprost OD,Glaucoma,"[{'ingredient': 'Bimatoprost', 'mg': 0.03, 'percentage': 100.0}]","['Child', 'Adult']",416.55,0.605,True
Gabapentin,Chronic Pain,"[{'ingredient': 'Gabapentin', 'mg': 1425, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",174.01,0.8409,True
Seretide Plus,Asthma,"[{'ingredient': 'Salmeterol', 'mg': 42, 'percentage': 9.0}, {'ingredient': 'Fluticasone', 'mg': 425, 'percentage': 91.0}]","['Adult', 'Senior']",515.69,0.8236,False
Fluticasone Nasal,Allergic Rhinitis,"[{'ingredient': 'Fluticasone Propionate', 'mg': 155, 'percentage': 100.0}]",['Adult'],222.06,0.9131,True
Coal Tar,Psoriasis,"[{'ingredient': 'Coal Tar Solution', 'mg': 2.5, 'percentage': 100.0}]",['Adult'],4543.21,0.6367,True
Propylthiouracil,Hyperthyroidism,"[{'ingredient': 'Propylthiouracil', 'mg': 295, 'percentage': 100.0}]","['Adult', 'Senior']",313.68,0.6011,True
Atenolol 500mg,Hypertension,"[{'ingredient': 'Atenolol', 'mg': 44, 'percentage': 100.0}]","['Child', 'Adult']",121.86,0.5326,True
Duloxetine Plus,Major Depressive Disorder,"[{'ingredient': 'Duloxetine HCl', 'mg': 93, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",208.52,0.6576,True
Chloroquine,Malaria,"[{'ingredient': 'Chloroquine Phosphate', 'mg': 200, 'percentage': 100.0}]",['Child'],367.02,0.572,True
Fentanyl Patch,Cancer Pain Management,"[{'ingredient': 'Fentanyl', 'mg': 79, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",2109.78,0.6611,True
Pregabalin Forte,Cancer Pain Management,"[{'ingredient': 'Pregabalin', 'mg': 295, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",902.86,0.5292,True
Lisdexamfetamine Forte,ADHD,"[{'ingredient': 'Lisdexamfetamine', 'mg': 28, 'percentage': 100.0}]",['Senior'],168.17,0.6957,True
Inderal,Hypertension,"[{'ingredient': 'Propranolol', 'mg': 49, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",571.05,0.8036,True
Ofloxacin Eye,Conjunctivitis,"[{'ingredient': 'Ofloxacin', 'mg': 3.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",224.83,0.9643,True
Dapagliflozin Generic,Type 2 Diabetes,"[{'ingredient': 'Dapagliflozin', 'mg': 7.5, 'percentage': 100.0}]","['Adult', 'Senior']",849.28,0.8038,True
Celecoxib SR,Arthritis,"[{'ingredient': 'Celecoxib', 'mg': 180, 'percentage': 100.0}]",['Adult'],1039.25,0.5785,False
Danazol OD,Endometriosis,"[{'ingredient': 'Danazol', 'mg': 395, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1262.57,0.9661,True
Febrex,Seasonal Flu,"[{'ingredient': 'Paracetamol', 'mg': 590, 'percentage': 71.5}, {'ingredient': 'Ibuprofen', 'mg': 235, 'percentage': 28.5}]","['Child', 'Adult', 'Senior']",62.88,0.6783,True
Propranolol CR,Hyperthyroidism,"[{'ingredient': 'Propranolol HCl', 'mg': 19.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",145.01,0.6957,True
Zolpidem,Insomnia,"[{'ingredient': 'Zolpidem Tartrate', 'mg': 9.0, 'percentage': 100.0}]","['Adult', 'Senior']",174.3,0.6908,True
Tramadol,Chronic Pain,"[{'ingredient': 'Tramadol HCl', 'mg': 190, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1221.2,0.7886,True
Evolocumab Generic,Hyperlipidemia,"[{'ingredient': 'Evolocumab', 'mg': 165, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1736.44,0.8338,True
Lidocaine Patch,Lower Back Pain,"[{'ingredient': 'Lidocaine', 'mg': 410, 'percentage': 100.0}]","['Adult', 'Senior']",413.13,0.6915,True
Isotretinoin SR,Acne Vulgaris,"[{'ingredient': 'Isotretinoin', 'mg': 17.5, 'percentage': 100.0}]",['Child'],160.17,0.5924,True
Dicyclomine 1000mg,Irritable Bowel Syndrome,"[{'ingredient': 'Dicyclomine HCl', 'mg': 13.0, 'percentage': 100.0}]","['Child', 'Adult']",107.54,0.7307,True
Metolar 500mg,Hypertension,"[{'ingredient': 'Metoprolol', 'mg': 39, 'percentage': 100.0}]",['Adult'],128.41,0.9238,True
Dexamethasone XR,Chemotherapy Nausea,"[{'ingredient': 'Dexamethasone', 'mg': 9.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1420.15,0.9251,True
Morphine XR,Cancer Pain Management,"[{'ingredient': 'Morphine Sulphate', 'mg': 79, 'percentage': 100.0}]",['Adult'],4105.79,0.8613,False
Muscle Relaxant 500mg,Lower Back Pain,"[{'ingredient': 'Methocarbamol', 'mg': 595, 'percentage': 69.6}, {'ingredient': 'Ibuprofen', 'mg': 260, 'percentage': 30.4}]","['Child', 'Adult', 'Senior']",671.92,0.6482,True
Hydrochlorothiazide Generic,Hypertension,"[{'ingredient': 'Hydrochlorothiazide', 'mg': 23, 'percentage': 100.0}]",['Child'],501.63,0.9608,True
Digoxin,Arrhythmia,"[{'ingredient': 'Digoxin', 'mg': 0.145, 'percentage': 100.0}]",['Senior'],1064.15,0.8289,True
Risedronate,Osteoporosis,"[{'ingredient': 'Risedronate Sodium', 'mg': 15.0, 'percentage': 100.0}]","['Child', 'Adult']",214.77,0.9185,True
Cyclobenzaprine,Lower Back Pain,"[{'ingredient': 'Cyclobenzaprine HCl', 'mg': 6.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",233.97,0.8316,True
Omeprazole,Gastritis,"[{'ingredient': 'Omeprazole', 'mg': 19.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",110.3,0.9039,True
Gabapentin,Chronic Pain,"[{'ingredient': 'Gabapentin', 'mg': 3560, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1183.87,0.6871,False
Chlorthalidone 250mg,Hypertension,"[{'ingredient': 'Chlorthalidone', 'mg': 21, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",286.9,0.6084,True
Coal Tar Generic,Psoriasis,"[{'ingredient': 'Coal Tar Solution', 'mg': 4.5, 'percentage': 100.0}]",['Child'],1906.34,0.6733,True
Tobramycin Eye 500mg,Conjunctivitis,"[{'ingredient': 'Tobramycin', 'mg': 3.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",176.51,0.9472,True
Quinine SR,Malaria,"[{'ingredient': 'Quinine Sulphate', 'mg': 435, 'percentage': 100.0}]",['Senior'],353.73,0.9643,True
Interferon Beta,Multiple Sclerosis,"[{'ingredient': 'Interferon Beta-1a', 'mg': 42, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",2990.19,0.6222,True
Clomiphene,Polycystic Ovary Syndrome,"[{'ingredient': 'Clomiphene Citrate', 'mg': 38, 'percentage': 100.0}]",['Adult'],243.77,0.5217,True
Rivastigmine SR,Alzheimer's Disease,"[{'ingredient': 'Rivastigmine Tartrate', 'mg': 3.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1123.19,0.8539,True
Sucralfate,Peptic Ulcer,"[{'ingredient': 'Sucralfate', 'mg': 545, 'percentage': 100.0}]",['Senior'],101.86,0.6983,False
Primaquine Forte,Malaria,"[{'ingredient': 'Primaquine Phosphate', 'mg': 13.0, 'percentage': 100.0}]",['Senior'],258.03,0.8533,True
Eplerenone Plus,Heart Failure,"[{'ingredient': 'Eplerenone', 'mg': 39, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",2585.32,0.6931,True
Seretide,Asthma,"[{'ingredient': 'Salmeterol', 'mg': 41, 'percentage': 19.4}, {'ingredient': 'Fluticasone', 'mg': 170, 'percentage': 80.6}]",['Child'],1064.86,0.9366,True
Naratriptan Plus,Migraine,"[{'ingredient': 'Naratriptan HCl', 'mg': 1.5, 'percentage': 100.0}]","['Child', 'Adult']",305.71,0.7484,True
Beclate,Asthma,"[{'ingredient': 'Beclomethasone', 'mg': 245, 'percentage': 100.0}]","['Adult', 'Senior']",780.18,0.678,True
Propranolol,Hyperthyroidism,"[{'ingredient': 'Propranolol HCl', 'mg': 30, 'percentage': 100.0}]",['Senior'],189.88,0.6484,True
Hydroxychloroquine,Arthritis,"[{'ingredient': 'Hydroxychloroquine', 'mg': 310, 'percentage': 100.0}]","['Child', 'Adult']",1537.32,0.9486,True
Azathioprine SR,Crohn's Disease,"[{'ingredient': 'Azathioprine', 'mg': 87, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",4648.76,0.705,True
Metformin XR,Type 2 Diabetes,"[{'ingredient': 'Metformin HCl', 'mg': 535, 'percentage': 100.0}]","['Adult', 'Senior']",486.58,0.7168,True
Ethambutol Generic,Tuberculosis,"[{'ingredient': 'Ethambutol HCl', 'mg': 445, 'percentage': 100.0}]","['Adult', 'Senior']",510.17,0.5775,True
Nitroglycerine Forte,Angina,"[{'ingredient': 'Glyceryl Trinitrate', 'mg': 0.572, 'percentage': 100.0}]","['Adult', 'Senior']",163.9,0.8319,True
Eletriptan,Migraine,"[{'ingredient': 'Eletriptan Hydrobromide', 'mg': 35, 'percentage': 100.0}]",['Child'],529.54,0.6601,True
Timolol Eye,Glaucoma,"[{'ingredient': 'Timolol Maleate', 'mg': 4.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",178.06,0.5043,True
Niacin SR,Hyperlipidemia,"[{'ingredient': 'Niacin', 'mg': 1870, 'percentage': 100.0}]","['Child', 'Adult']",641.9,0.7998,True
Eletriptan SR,Migraine,"[{'ingredient': 'Eletriptan Hydrobromide', 'mg': 35, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",313.65,0.7413,True
Propanorm,Migraine,"[{'ingredient': 'Propranolol', 'mg': 74, 'percentage': 100.0}]","['Adult', 'Senior']",344.0,0.7537,True
Nifedipine 500mg,Hypertension,"[{'ingredient': 'Nifedipine', 'mg': 38, 'percentage': 100.0}]",['Child'],761.57,0.5402,True
Rabeprazole,Gastritis,"[{'ingredient': 'Rabeprazole', 'mg': 13.0, 'percentage': 100.0}]",['Child'],124.68,0.6605,True
Duloxetine,Anxiety Disorder,"[{'ingredient': 'Duloxetine HCl', 'mg': 105, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",620.67,0.8291,True
Sucralfate Generic,Peptic Ulcer,"[{'ingredient': 'Sucralfate', 'mg': 605, 'percentage': 100.0}]","['Child', 'Adult']",285.55,0.6202,False
Phenytoin,Epilepsy,"[{'ingredient': 'Phenytoin Sodium', 'mg': 280, 'percentage': 100.0}]",['Adult'],229.38,0.8718,True
Rifaximin,Irritable Bowel Syndrome,"[{'ingredient': 'Rifaximin', 'mg': 365, 'percentage': 100.0}]",['Adult'],108.07,0.7301,True
Memantine,Alzheimer's Disease,"[{'ingredient': 'Memantine HCl', 'mg': 5.5, 'percentage': 100.0}]",['Senior'],3978.2,0.5652,True
Muscle Relaxant XR,Lower Back Pain,"[{'ingredient': 'Methocarbamol', 'mg': 740, 'percentage': 66.7}, {'ingredient': 'Ibuprofen', 'mg': 370, 'percentage': 33.3}]",['Child'],611.06,0.6174,True
Linagliptin 250mg,Type 2 Diabetes,"[{'ingredient': 'Linagliptin', 'mg': 5.0, 'percentage': 100.0}]","['Child', 'Adult']",965.68,0.5964,True
Bismuth Plus,Peptic Ulcer,"[{'ingredient': 'Bismuth Subcitrate', 'mg': 120, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",127.37,0.7874,True
Clonidine 500mg,ADHD,"[{'ingredient': 'Clonidine HCl', 'mg': 0.214, 'percentage': 100.0}]",['Child'],1350.13,0.645,True
Metoclopramide,GERD,"[{'ingredient': 'Metoclopramide', 'mg': 7.0, 'percentage': 100.0}]",['Adult'],188.29,0.5492,True
Lansoprazole,GERD,"[{'ingredient': 'Lansoprazole', 'mg': 29, 'percentage': 100.0}]","['Adult', 'Senior']",88.73,0.5463,True
Acitretin 250mg,Psoriasis,"[{'ingredient': 'Acitretin', 'mg': 13.0, 'percentage': 100.0}]","['Child', 'Adult']",4892.77,0.8889,True
Topiramate SR,Epilepsy,"[{'ingredient': 'Topiramate', 'mg': 160, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",229.42,0.6656,True
Thyronorm,Hypothyroidism,"[{'ingredient': 'Levothyroxine Sodium', 'mg': 63, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",40.44,0.7224,True
Febrex Generic,Seasonal Flu,"[{'ingredient': 'Paracetamol', 'mg': 565, 'percentage': 59.5}, {'ingredient': 'Ibuprofen', 'mg': 385, 'percentage': 40.5}]",['Child'],150.72,0.5785,True
Hydrochlorothiazide SR,Hypertension,"[{'ingredient': 'Hydrochlorothiazide', 'mg': 50, 'percentage': 100.0}]","['Adult', 'Senior']",126.33,0.5077,True
Dorzolamide,Glaucoma,"[{'ingredient': 'Dorzolamide HCl', 'mg': 20, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",220.49,0.8369,True
Tramadol,Lower Back Pain,"[{'ingredient': 'Tramadol HCl', 'mg': 55, 'percentage': 100.0}]","['Adult', 'Senior']",456.33,0.6341,True
Januvia,Type 2 Diabetes,"[{'ingredient': 'Sitagliptin', 'mg': 41, 'percentage': 100.0}]",['Child'],665.32,0.6473,True
Escitalopram Generic,Anxiety Disorder,"[{'ingredient': 'Escitalopram Oxalate', 'mg': 5.0, 'percentage': 100.0}]","['Adult', 'Senior']",369.78,0.8598,True
Azithromycin,Otitis Media,"[{'ingredient': 'Azithromycin Dihydrate', 'mg': 320, 'percentage': 100.0}]","['Adult', 'Senior']",288.3,0.5851,True
Insulin Detemir,Type 1 Diabetes,"[{'ingredient': 'Insulin Detemir', 'mg': 100, 'percentage': 100.0}]","['Adult', 'Senior']",477.7,0.8298,True
Tramadol,Lower Back Pain,"[{'ingredient': 'Tramadol HCl', 'mg': 73, 'percentage': 100.0}]",['Adult'],635.92,0.6833,True
Haloperidol,Schizophrenia,"[{'ingredient': 'Haloperidol', 'mg': 12.0, 'percentage': 100.0}]","['Adult', 'Senior']",776.58,0.8133,True
Ondansetron Forte,Chemotherapy Nausea,"[{'ingredient': 'Ondansetron HCl', 'mg': 22, 'percentage': 100.0}]",['Child'],1380.58,0.9433,False
Calcium Acetate,Chronic Kidney Disease,"[{'ingredient': 'Calcium Acetate', 'mg': 1015, 'percentage': 100.0}]","['Child', 'Adult']",2323.33,0.5028,True
RHEZ Combo SR,Tuberculosis,"[{'ingredient': 'Rifampicin', 'mg': 150, 'percentage': 16.7}, {'ingredient': 'Isoniazid', 'mg': 75, 'percentage': 8.3}, {'ingredient': 'Ethambutol', 'mg': 275, 'percentage': 30.6}, {'ingredient': 'Pyrazinamide', 'mg': 400, 'percentage': 44.4}]","['Child', 'Adult', 'Senior']",411.96,0.5152,True
Nitroglycerine Forte,Angina,"[{'ingredient': 'Glyceryl Trinitrate', 'mg': 0.545, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",891.94,0.5424,True
Budesonide Nasal,Allergic Rhinitis,"[{'ingredient': 'Budesonide', 'mg': 79, 'percentage': 100.0}]","['Adult', 'Senior']",67.24,0.6929,False
Allopurinol,Gout,"[{'ingredient': 'Allopurinol', 'mg': 500, 'percentage': 100.0}]",['Senior'],87.76,0.7988,True
Ketoconazole OD,Fungal Infection,"[{'ingredient': 'Ketoconazole', 'mg': 200, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",83.93,0.5008,True
Prochlorperazine Plus,Vertigo,"[{'ingredient': 'Prochlorperazine Maleate', 'mg': 5.5, 'percentage': 100.0}]",['Adult'],127.02,0.8208,True
Gabapentin SR,Chronic Pain,"[{'ingredient': 'Gabapentin', 'mg': 2715, 'percentage': 100.0}]",['Senior'],1196.35,0.9461,False
Secukinumab Generic,Psoriasis,"[{'ingredient': 'Secukinumab', 'mg': 200, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",5927.25,0.887,True
Lithium,Bipolar Disorder,"[{'ingredient': 'Lithium Carbonate', 'mg': 380, 'percentage': 100.0}]",['Adult'],746.1,0.927,False
Rabeprazole,Gastritis,"[{'ingredient': 'Rabeprazole', 'mg': 17.5, 'percentage': 100.0}]",['Senior'],217.71,0.8581,True
Nifedipine Forte,Hypertension,"[{'ingredient': 'Nifedipine', 'mg': 40, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",317.58,0.9476,True
Nitrofurantoin XR,Urinary Tract Infection,"[{'ingredient': 'Nitrofurantoin', 'mg': 52, 'percentage': 100.0}]","['Adult', 'Senior']",318.49,0.9365,True
Agomelatine,Major Depressive Disorder,"[{'ingredient': 'Agomelatine', 'mg': 27, 'percentage': 100.0}]",['Senior'],701.01,0.52,False
Dorzolamide SR,Glaucoma,"[{'ingredient': 'Dorzolamide HCl', 'mg': 20, 'percentage': 100.0}]","['Child', 'Adult']",899.99,0.5923,True
Bisoprolol Plus,Heart Failure,"[{'ingredient': 'Bisoprolol Fumarate', 'mg': 4.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",742.48,0.6421,False
Diclofenac Generic,Post-operative Pain,"[{'ingredient': 'Diclofenac Sodium', 'mg': 71, 'percentage': 100.0}]","['Adult', 'Senior']",403.9,0.6573,True
Scopolamine SR,Vertigo,"[{'ingredient': 'Scopolamine', 'mg': 1.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",299.16,0.8984,True
Sumatriptan,Migraine,"[{'ingredient': 'Sumatriptan', 'mg': 70, 'percentage': 100.0}]","['Adult', 'Senior']",320.61,0.7605,True
Omeprazole XR,Gastritis,"[{'ingredient': 'Omeprazole', 'mg': 38, 'percentage': 100.0}]",['Senior'],127.18,0.6268,False
Oxcarbazepine,Epilepsy,"[{'ingredient': 'Oxcarbazepine', 'mg': 305, 'percentage': 100.0}]","['Adult', 'Senior']",1143.9,0.7811,True
Metoclopramide 1000mg,GERD,"[{'ingredient': 'Metoclopramide', 'mg': 8.5, 'percentage': 100.0}]","['Adult', 'Senior']",365.89,0.846,True
Ciprofloxacin 1000mg,Urinary Tract Infection,"[{'ingredient': 'Ciprofloxacin HCl', 'mg': 280, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",87.06,0.652,False
Ondansetron Plus,Chemotherapy Nausea,"[{'ingredient': 'Ondansetron HCl', 'mg': 12.0, 'percentage': 100.0}]","['Child', 'Adult']",2952.84,0.535,True
Indacaterol Forte,COPD,"[{'ingredient': 'Indacaterol', 'mg': 80, 'percentage': 100.0}]",['Senior'],326.01,0.787,True
Ziprasidone OD,Schizophrenia,"[{'ingredient': 'Ziprasidone HCl', 'mg': 33, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",622.79,0.7617,True
Amitriptyline,Major Depressive Disorder,"[{'ingredient': 'Amitriptyline HCl', 'mg': 115, 'percentage': 100.0}]","['Adult', 'Senior']",262.33,0.9027,False
Levocetirizine,Allergic Rhinitis,"[{'ingredient': 'Levocetirizine HCl', 'mg': 3.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",187.08,0.8417,True
Cefuroxime SR,Otitis Media,"[{'ingredient': 'Cefuroxime Axetil', 'mg': 320, 'percentage': 100.0}]","['Adult', 'Senior']",341.8,0.6048,True
Clozapine,Schizophrenia,"[{'ingredient': 'Clozapine', 'mg': 135, 'percentage': 100.0}]","['Adult', 'Senior']",1228.49,0.7098,True
Guanfacine Generic,ADHD,"[{'ingredient': 'Guanfacine HCl', 'mg': 3.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",848.81,0.6834,True
Ceftriaxone,Pneumonia,"[{'ingredient': 'Ceftriaxone Sodium', 'mg': 335, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1271.01,0.5333,True
Topamax 500mg,Migraine,"[{'ingredient': 'Topiramate', 'mg': 94, 'percentage': 100.0}]","['Adult', 'Senior']",556.4,0.8032,True
Gabapentin,Fibromyalgia,"[{'ingredient': 'Gabapentin', 'mg': 285, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",208.89,0.862,False
Rifampicin,Tuberculosis,"[{'ingredient': 'Rifampicin', 'mg': 475, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",389.8,0.7433,True
Paliperidone Forte,Schizophrenia,"[{'ingredient': 'Paliperidone', 'mg': 10.5, 'percentage': 100.0}]",['Adult'],1168.53,0.9549,True
Gabapentin,Fibromyalgia,"[{'ingredient': 'Gabapentin', 'mg': 765, 'percentage': 100.0}]","['Child', 'Adult']",709.56,0.7372,True
Ketoconazole,Fungal Infection,"[{'ingredient': 'Ketoconazole', 'mg': 200, 'percentage': 100.0}]","['Adult', 'Senior']",121.53,0.5584,True
Lansoprazole CR,GERD,"[{'ingredient': 'Lansoprazole', 'mg': 29, 'percentage': 100.0}]",['Child'],131.29,0.957,True
Oxycodone Plus,Cancer Pain Management,"[{'ingredient': 'Oxycodone HCl', 'mg': 56, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1856.7,0.9643,True
Metformin 500mg,Type 2 Diabetes,"[{'ingredient': 'Metformin HCl', 'mg': 600, 'percentage': 100.0}]","['Adult', 'Senior']",1038.67,0.5501,True
Carbamazepine,Epilepsy,"[{'ingredient': 'Carbamazepine', 'mg': 305, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",215.3,0.8215,True
Rivastigmine,Alzheimer's Disease,"[{'ingredient': 'Rivastigmine Tartrate', 'mg': 1.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",5737.56,0.8055,True
Paracetamol,Post-operative Pain,"[{'ingredient': 'Paracetamol', 'mg': 990, 'percentage': 100.0}]","['Adult', 'Senior']",383.19,0.7586,True
Topical Lidocaine SR,Neuropathic Pain,"[{'ingredient': 'Lidocaine', 'mg': 130, 'percentage': 100.0}]","['Adult', 'Senior']",843.39,0.8118,True
Paracetamol,Post-operative Pain,"[{'ingredient': 'Paracetamol', 'mg': 620, 'percentage': 100.0}]",['Senior'],770.14,0.6613,True
Rosuvastatin,Hyperlipidemia,"[{'ingredient': 'Rosuvastatin Calcium', 'mg': 36, 'percentage': 100.0}]","['Adult', 'Senior']",1339.8,0.8097,True
Duloxetine 500mg,Neuropathic Pain,"[{'ingredient': 'Duloxetine HCl', 'mg': 115, 'percentage': 100.0}]",['Child'],1008.3,0.5167,True
Teriflunomide 1000mg,Multiple Sclerosis,"[{'ingredient': 'Teriflunomide', 'mg': 14.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",9109.01,0.7384,True
Vildagliptin,Type 2 Diabetes,"[{'ingredient': 'Vildagliptin', 'mg': 57, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",1046.15,0.8404,True
Aprepitant,Chemotherapy Nausea,"[{'ingredient': 'Aprepitant', 'mg': 86, 'percentage': 100.0}]",['Senior'],1051.21,0.9385,True
Simvastatin,Hyperlipidemia,"[{'ingredient': 'Simvastatin', 'mg': 39, 'percentage': 100.0}]","['Child', 'Adult']",261.08,0.8673,True
Meclizine,Vertigo,"[{'ingredient': 'Meclizine HCl', 'mg': 13.5, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",330.54,0.9277,True
Milnacipran,Fibromyalgia,"[{'ingredient': 'Milnacipran HCl', 'mg': 62, 'percentage': 100.0}]","['Child', 'Adult']",362.91,0.7271,True
Fexofenadine,Allergic Rhinitis,"[{'ingredient': 'Fexofenadine HCl', 'mg': 135, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",401.22,0.6605,True
Erythropoietin OD,Chronic Kidney Disease,"[{'ingredient': 'Epoetin Alfa', 'mg': 2435, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",4046.97,0.8273,True
Clindamycin Plus,Acne Vulgaris,"[{'ingredient': 'Clindamycin Phosphate', 'mg': 10.0, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",107.18,0.867,True
Azithromycin,Acne Vulgaris,"[{'ingredient': 'Azithromycin', 'mg': 435, 'percentage': 100.0}]","['Child', 'Adult', 'Senior']",54.69,0.6408,True
